Area Name,2013 Q4 Total businesses,2013 Q4 Dept store sales,2013 Q4 Households with Net Asset Value Up to 25K,2013 Q4 Households with Net Asset Value 25K to 50K,2013 Q4 Households with Net Asset Value 50K to 75K,2013 Q4 Households with Net Asset Value 75K to 100K,2013 Q4 Households with Net Asset Value 100K to 250K,2013 Q4 Households with Net Asset Value 250K to 500K,2013 Q4 Households with Net Asset Value 500K to 750K,2013 Q4 Households with Net Asset Value 750K to 1M,2013 Q4 Households with Net Asset Value 1M to 2M,2013 Q4 Households with Net Asset Value 2M Plus,2013 Q4 Pop Age 0-4,2013 Q4 Pop Age 5-9 ,2013 Q4 Pop Age 10-14,2013 Q4 Pop Age 15-19 ,2013 Q4 Pop Age 20-24,2013 Q4 Pop Age 25-29 ,2013 Q4 Pop Age 30-34,2013 Q4 Pop Age 35-39 ,2013 Q4 Pop Age 40-44,2013 Q4 Pop Age 45-49 ,2013 Q4 Pop Age 50-54,2013 Q4 Pop Age 55-59 ,2013 Q4 Pop Age 60-64,2013 Q4 Pop Age 65-69,2013 Q4 Pop Age 70-74,2013 Q4 Pop Age 75-79,2013 Q4 Pop Age 80-84,2013 Q4 Pop Age 85+,2013 Q4 HHs Age 85+,2013 Q4 HHs Age 75-84,2013 Q4 HHs Age 65-74,2013 Q4 HHs Age 55-64,2013 Q4 HHs Age 45-54,2013 Q4 HHs Age 35-44,2013 Q4 HHs Age 25-34,2013 Q4 HHs Age 15-24 ,2013 Q4 Median HH Age,2013 Q4 Average HH Age,2013 Q4 White Pop Age 0-4,2013 Q4 White Pop Age 5-9,2013 Q4 White Pop Age 10-14,2013 Q4 White Pop Age 15-19,2013 Q4 White Pop Age 20-24,2013 Q4 White Pop Age 25-29,2013 Q4 White Pop Age 30-34,2013 Q4 White Pop Age 35-39,2013 Q4 White Pop Age 40-44,2013 Q4 White Pop Age 45-49,2013 Q4 White Pop Age 50-54,2013 Q4 White Pop Age 55-59,2013 Q4 White Pop Age 60-64,2013 Q4 White Pop Age 65-69,2013 Q4 White Pop Age 70-74,2013 Q4 White Pop Age 75-79,2013 Q4 White Pop Age 80-84,2013 Q4 White Pop Age 85+,2013 Q4 Black Pop Age 0-4,2013 Q4 Black Pop Age 5-9,2013 Q4 Black Pop Age 10-14,2013 Q4 Black Pop Age 15-19,2013 Q4 Black Pop Age 20-24,2013 Q4 Black Pop Age 25-29,2013 Q4 Black Pop Age 30-34,2013 Q4 Black Pop Age 35-39,2013 Q4 Black Pop Age 40-44,2013 Q4 Black Pop Age 45-49,2013 Q4 Black Pop Age 50-54,2013 Q4 Black Pop Age 55-59,2013 Q4 Black Pop Age 60-64,2013 Q4 Black Pop Age 65-69,2013 Q4 Black Pop Age 70-74,2013 Q4 Black Pop Age 75-79,2013 Q4 Black Pop Age 80-84,2013 Q4 Black Pop Age 85+,2013 Q4 Asian Pop Age 0-4,2013 Q4 Asian Pop Age 5-9,2013 Q4 Asian Pop Age 10-14,2013 Q4 Asian Pop Age 15-19,2013 Q4 Asian Pop Age 20-24,2013 Q4 Asian Pop Age 25-29,2013 Q4 Asian Pop Age 30-34,2013 Q4 Asian Pop Age 35-39,2013 Q4 Asian Pop Age 40-44,2013 Q4 Asian Pop Age 45-49,2013 Q4 Asian Pop Age 50-54,2013 Q4 Asian Pop Age 55-59,2013 Q4 Asian Pop Age 60-64,2013 Q4 Asian Pop Age 65-69,2013 Q4 Asian Pop Age 70-74,2013 Q4 Asian Pop Age 75-79,2013 Q4 Asian Pop Age 80-84,2013 Q4 Asian Pop Age 85+,2013 Q4 Hispanic Pop Age 0-4,2013 Q4 Hispanic Pop Age 5-9 ,2013 Q4 Hispanic Pop Age 10-14,2013 Q4 Hispanic Pop Age 15-19 ,2013 Q4 Hispanic Pop Age 20-24,2013 Q4 Hispanic Pop Age 25-29 ,2013 Q4 Hispanic Pop Age 30-34,2013 Q4 Hispanic Pop Age 35-39 ,2013 Q4 Hispanic Pop Age 40-44,2013 Q4 Hispanic Pop Age 45-49 ,2013 Q4 Hispanic Pop Age 50-54,2013 Q4 Hispanic Pop Age 55-59 ,2013 Q4 Hispanic Pop Age 60-64,2013 Q4 Hispanic Pop Age 65-69,2013 Q4 Hispanic Pop Age 70-74,2013 Q4 Hispanic Pop Age 75-79,2013 Q4 Hispanic Pop Age 80-84,2013 Q4 Hispanic Pop Age 85+,2013 Q4 No High School Diploma,2013 Q4 High School Diploma,2013 Q4 Some College,2013 Q4 Bachelors Degree,2013 Q4 Advanced Degree
YAKM-PSC-RCH-KN (810),"31,280","$1,764,793 ","150,212","24,008","12,744","10,100","25,786","13,280","4,385","2,397","2,996","3,026","53,212","55,373","54,449","53,962","53,996","50,638","47,379","43,767","42,694","43,189","44,198","43,107","38,491","29,652","21,356","15,212","11,170","12,728","8,436","17,443","31,103","46,449","46,705","43,307","42,158","13,333",50.5,50.6,"44,868","46,112","46,363","47,873","45,189","46,123","43,805","40,692","40,162","41,046","42,005","41,184","36,597","28,049","20,187","14,412","10,629","11,989",919,852,886,"1,032","1,108","1,060",895,809,754,699,664,511,401,202,144,104,83,60,820,929,848,997,"1,075","1,018","1,085","1,118","1,045",941,929,794,673,476,294,208,132,94,"29,013","27,972","25,672","24,176","20,843","19,202","17,836","16,313","13,858","11,067","8,666","6,174","4,189","2,742","1,801","1,170",768,520,"89,811","118,009","144,012","56,862","34,887"
BEND  OR (821),"12,269","$325,482 ","37,925","6,172","3,264","2,668","7,593","4,206","1,664",902,"1,213","1,435","9,712","10,166","10,533","10,026","8,995","9,500","10,232","10,388","10,930","11,061","11,565","11,958","11,768","9,729","7,000","4,663","3,164","3,543","2,400","5,181","10,230","13,790","12,616","11,366","9,108","2,351",53.5,52.9,"8,760","9,324","9,776","9,208","7,810","9,084","9,914","10,091","10,661","10,808","11,346","11,756","11,484","9,385","6,579","4,311","2,974","3,141",95,64,72,60,77,53,51,42,59,41,31,25,24,16,7,6,2,1,113,101,120,90,105,124,128,173,156,131,144,102,82,43,44,31,9,7,"1,580","1,477","1,299","1,193","1,083","1,108","1,103","1,003",820,588,452,365,249,161,102,51,41,37,"7,753","27,672","45,123","22,997","11,956"
SAN DIEGO (825),"155,521","$5,061,791 ","614,112","99,950","56,462","44,196","136,418","77,029","30,673","17,104","25,105","31,254","217,378","202,889","199,433","213,444","256,976","263,189","241,724","218,440","213,835","215,685","215,416","196,991","168,643","125,805","89,701","67,471","52,283","61,673","38,426","74,686","124,683","197,859","220,391","211,656","208,853","55,749",49.1,49.8,"142,151","139,546","145,018","159,513","184,278","199,561","186,470","169,460","169,146","174,397","177,147","162,560","139,401","102,257","73,193","56,682","45,140","53,996","12,548","11,930","12,940","15,207","17,202","16,517","14,502","13,333","13,053","13,068","11,855","9,267","6,540","4,307","3,122","2,093","1,428","1,278","19,781","20,555","20,724","22,678","29,491","32,757","31,899","31,200","28,996","26,658","24,896","22,210","17,962","12,547","9,246","6,778","4,562","3,957","98,174","94,086","95,133","102,548","99,928","89,644","80,314","77,820","72,854","64,084","51,848","37,581","26,938","18,593","13,979","10,774","7,720","6,208","309,868","411,341","678,294","455,169","276,184"
MONTEREY-SALNAS (828),"37,571","$916,473 ","125,186","24,561","12,682","10,128","29,394","18,002","6,975","3,890","5,839","8,090","52,764","52,038","50,191","55,968","61,624","56,553","52,250","48,417","48,162","48,566","49,689","48,092","42,809","31,235","20,659","14,541","11,299","13,734","8,445","15,841","29,421","47,638","47,192","42,925","40,666","12,619",50.5,50.5,"40,008","40,601","40,513","45,030","48,385","48,731","45,964","42,779","42,467","42,980","44,423","43,242","38,438","27,556","17,940","12,759","10,054","12,293","1,072","1,169","1,214","1,576","1,664","1,476","1,437","1,508","1,734","1,855","1,805","1,403",936,571,405,294,209,196,"1,681","1,940","2,198","3,590","4,028","3,397","3,049","3,219","3,265","3,278","3,299","3,039","2,600","1,786","1,301","1,017",829,822,"35,894","35,617","33,110","34,908","33,486","32,135","30,421","27,444","24,320","20,485","17,404","12,972","8,752","5,649","3,785","2,835","2,178","1,575","117,199","92,128","138,835","86,427","51,417"
LAS VEGAS (839),"89,927","$3,628,489 ","464,034","77,246","37,863","30,455","75,236","38,628","13,310","7,367","9,329","9,768","142,600","141,372","139,918","134,996","135,695","145,765","150,937","147,670","147,572","144,010","136,126","124,172","114,556","94,112","70,067","48,460","31,384","27,513","17,475","51,567","98,748","135,146","149,712","149,360","128,551","32,677",49.7,50.2,"94,142","93,674","93,900","92,149","93,406","110,080","115,919","113,146","113,905","111,855","106,655","98,079","91,412","74,026","54,675","38,262","25,100","21,047","16,745","16,988","17,715","19,494","16,569","17,130","17,583","17,181","16,835","16,079","13,764","11,196","9,174","7,110","5,108","3,203","1,935","1,411","8,980","10,022","10,903","11,155","11,679","13,557","15,108","16,255","15,946","14,944","13,827","12,425","10,805","8,147","5,616","3,481","1,932","1,174","64,399","62,808","59,419","54,722","49,727","53,189","52,562","50,511","43,426","35,009","25,935","19,075","13,474","9,395","6,405","4,094","2,390","1,574","227,987","406,656","443,734","204,343","99,624"
SANTABAR-SM-SLO (855),"44,356","$1,045,198 ","122,773","23,280","12,596","10,301","31,579","19,686","8,178","4,612","7,080","10,686","44,201","40,706","40,204","55,068","70,711","56,405","44,800","39,770","39,969","42,596","45,843","45,475","41,172","32,087","23,605","17,974","14,252","17,481","11,112","20,524","32,749","47,296","44,635","37,585","41,098","15,772",51.9,51.6,"32,871","33,529","33,961","43,802","54,971","49,889","39,852","35,522","35,909","38,702","42,114","42,242","38,564","30,031","22,149","17,048","13,545","16,696",840,809,896,"1,388","1,706","1,478","1,391","1,372","1,473","1,469","1,349","1,064",738,466,303,231,152,132,"1,268","1,645","1,570","3,398","5,012","3,365","2,658","2,317","2,141","2,169","2,087","1,918","1,529","1,069",749,588,466,455,"23,437","22,772","21,885","25,828","25,612","21,788","19,295","17,954","16,242","14,292","11,485","8,678","6,123","4,084","3,128","2,388","1,664","1,332","73,941","89,769","151,891","86,594","59,234"
SACRMNTO-STK-MO (862),"187,008","$6,841,660 ","745,440","154,782","86,395","63,401","186,151","101,791","37,927","20,364","28,480","32,120","278,472","284,223","290,823","299,824","301,123","287,119","272,089","257,412","263,947","277,260","285,281","266,465","235,151","179,798","129,675","95,125","69,829","77,625","49,240","104,764","181,757","275,253","289,266","252,533","233,248","70,790",50.9,51,"180,886","187,901","196,948","208,727","193,844","204,102","199,829","193,127","205,388","221,420","231,278","217,581","192,076","143,209","103,296","77,863","58,285","63,548","21,431","21,978","24,838","27,539","22,810","20,743","20,414","19,801","21,113","22,154","20,949","16,350","11,936","7,602","5,441","3,790","2,391","2,005","31,088","33,140","33,893","37,286","39,368","38,386","33,979","35,457","34,218","31,947","30,243","26,769","21,965","15,168","11,072","8,133","5,671","5,260","119,508","115,530","110,502","108,230","93,094","91,653","86,281","80,069","72,396","63,083","50,745","38,404","27,658","18,618","13,709","10,162","7,009","5,254","433,699","640,195","949,199","452,231","221,452"
FRESNO-VISALIA (866),"74,933","$3,059,167 ","391,838","57,355","28,314","21,251","53,173","26,273","8,841","4,790","6,196","6,920","158,341","164,075","161,715","162,407","160,322","151,368","139,707","127,222","121,964","121,417","118,864","107,425","92,007","70,372","51,038","37,423","27,537","29,758","18,032","39,456","67,967","103,509","115,786","112,052","112,381","35,768",48.7,49.3,"122,316","126,072","126,297","128,098","120,378","121,451","116,089","107,751","104,554","105,249","103,075","92,869","79,264","59,554","43,286","32,232","23,907","25,094","7,978","7,716","8,248","9,134","8,275","7,891","7,422","6,812","6,682","6,520","5,876","4,577","3,376","2,256","1,582","1,109",763,728,"11,399","11,561","12,408","15,230","14,536","12,742","10,005","9,101","8,787","8,437","8,236","7,243","5,716","4,015","2,836","2,132","1,540","1,525","116,487","114,697","108,585","107,364","94,329","88,798","81,497","73,675","66,113","59,422","49,379","37,645","27,502","18,355","13,217","9,683","6,538","4,912","354,409","286,607","362,606","130,906","61,574"
CHICO-REDDING (868),"30,332","$722,435 ","126,390","18,511","9,915","7,576","20,270","10,497","3,386","1,698","2,202","2,232","30,762","30,194","31,027","35,146","40,977","35,177","29,789","26,829","27,677","31,175","34,905","36,280","35,076","28,451","21,405","15,703","11,569","13,088","8,626","17,967","30,430","41,111","36,185","28,368","29,476","10,514",54.1,53,"23,963","24,505","25,708","29,810","31,805","30,378","25,655","23,969","25,848","29,667","33,347","34,797","33,357","26,407","19,585","14,496","10,736","11,826",548,464,624,719,708,567,476,413,367,376,413,322,270,159,142,91,59,61,"1,155","1,229","1,450","1,843","1,966","1,474","1,031",975,925,934,905,750,619,396,273,202,135,130,"8,232","7,680","7,658","8,004","7,338","5,887","5,175","4,703","4,565","4,109","3,566","2,789","2,055","1,359",975,691,473,362,"50,577","87,907","137,576","48,190","22,874"
RENO (811),"39,889","$1,788,089 ","162,815","25,540","14,607","10,942","29,876","17,353","6,181","3,616","4,796","5,933","44,654","44,542","45,058","45,849","49,237","49,869","47,161","44,096","46,182","49,842","52,700","51,500","47,972","38,598","27,647","18,689","12,582","12,420","8,178","20,709","40,580","57,169","55,259","45,616","42,067","12,081",52.4,51.9,"35,840","35,665","37,155","38,888","39,811","42,891","40,959","38,996","41,779","45,697","48,723","47,712","44,488","35,261","24,397","16,490","11,162","10,498","1,076","1,013","1,175","1,394","1,649","1,831","1,729","1,453","1,371","1,364","1,210",911,664,394,278,193,89,72,"1,499","1,539","1,799","1,892","2,153","2,110","2,369","2,482","2,488","2,333","2,242","2,035","1,780","1,219",786,511,328,245,"16,811","15,782","15,069","14,259","13,070","13,123","12,502","11,712","10,693","8,609","6,765","4,766","3,402","2,241","1,467",997,631,450,"67,608","134,112","178,019","76,792","42,727"
MEDFORD-KLM FLS (813),"25,930","$823,847 ","117,587","14,422","7,573","5,908","16,469","8,669","2,862","1,643","1,995","2,286","23,635","23,795","25,085","26,197","25,175","23,693","22,964","22,205","23,374","26,180","30,090","33,123","33,830","28,725","21,740","15,884","11,588","13,058","8,682","18,270","31,088","38,947","31,144","23,885","20,971","6,427",56.9,55.4,"20,255","20,449","21,936","23,597","20,950","21,372","20,744","20,702","22,261","25,376","29,335","32,260","32,696","27,345","20,171","14,581","10,807","11,711",265,275,330,319,267,252,245,193,207,207,218,226,151,93,67,53,30,31,210,244,332,385,355,320,346,382,399,400,369,357,323,182,125,100,70,46,"5,035","4,592","4,628","4,283","3,509","3,247","2,966","2,787","2,499","2,199","1,878","1,512","1,042",757,524,383,256,200,"35,628","90,462","114,843","41,913","23,608"
SEATTLE-TACOMA (819),"277,315","$9,927,618 ","1,014,572","203,387","115,328","90,224","263,348","140,640","51,394","27,060","36,496","39,215","319,058","303,543","301,736","307,198","329,890","357,359","356,934","336,147","342,273","350,457","359,888","345,516","306,603","233,020","160,622","111,806","81,195","95,506","64,445","129,745","244,127","379,513","392,223","359,943","329,326","82,342",50.6,50.8,"210,517","208,746","219,436","231,808","231,504","275,566","275,483","261,783","278,325","294,635","308,468","298,998","265,570","195,524","131,177","94,087","69,749","81,627","18,536","17,582","18,056","18,734","17,902","19,848","19,532","18,555","18,254","17,684","16,351","12,763","8,976","5,358","3,423","2,257","1,526","1,513","28,125","28,815","27,463","30,750","32,631","39,304","42,509","43,953","39,249","35,090","31,998","28,441","22,870","15,518","11,124","7,621","5,133","4,641","58,147","50,357","44,878","41,149","43,071","47,096","43,786","37,835","29,980","23,228","17,428","11,814","8,037","5,037","2,952","1,992","1,252",991,"309,981","778,283","1,168,521","756,687","423,854"
PORTLAND  OR (820),"167,946","$6,551,906 ","750,450","113,773","60,333","50,029","135,727","70,848","24,434","13,559","17,887","18,917","209,034","206,776","209,564","206,338","201,690","216,024","227,215","220,794","219,333","216,652","221,770","220,152","202,011","154,210","106,743","73,531","53,793","64,436","43,108","84,913","160,876","244,548","240,465","230,305","201,134","50,608",51.1,51.2,"163,350","163,560","171,001","173,367","161,281","189,919","202,253","195,142","196,835","198,078","205,375","205,497","187,295","138,792","92,985","65,412","49,017","57,786","6,432","6,421","6,510","6,993","5,806","5,895","6,057","5,916","5,716","5,387","5,007","4,089","3,062","1,890","1,265",817,569,537,"9,140","10,401","10,152","9,885","9,114","11,361","13,026","15,060","13,456","11,694","10,125","8,635","6,830","4,697","3,110","2,088","1,441","1,277","49,396","46,748","42,010","37,202","32,429","35,678","36,102","32,918","25,607","18,764","13,792","9,588","6,556","3,744","2,309","1,414",947,815,"240,884","536,480","758,537","423,232","237,531"
RAPID CITY (764),"15,723","$620,894 ","64,262","9,581","5,027","4,512","10,918","5,393","1,674",979,"1,221","1,123","17,262","17,594","17,062","17,201","17,272","16,951","16,162","14,518","14,162","15,830","18,450","19,223","17,245","13,045","9,635","7,187","5,367","5,921","4,152","8,805","14,633","22,127","19,717","15,549","15,268","4,439",53.7,52.8,"12,782","12,707","12,555","13,122","12,866","13,887","13,007","11,804","12,094","14,364","16,952","17,676","15,652","11,552","8,740","6,521","4,815","5,230",212,154,186,206,343,299,209,136,137,148,132,123,64,46,26,9,6,4,131,111,121,126,234,213,200,149,140,142,114,117,77,36,24,20,19,7,"1,251","1,019",904,885,880,750,617,442,426,438,375,254,211,125,86,62,48,52,"15,422","53,521","61,632","29,714","13,407"
EL PASO (765),"34,065","$2,309,529 ","244,740","30,896","14,336","10,907","25,925","11,827","3,773","1,993","2,745","3,161","80,783","83,387","84,157","86,448","87,469","80,310","70,280","66,763","64,862","64,633","64,343","58,622","49,761","38,195","28,993","22,455","16,915","15,940","10,025","25,066","39,607","59,800","67,168","64,614","63,218","20,805",48.9,49.5,"72,467","76,615","78,292","81,007","78,920","72,913","64,265","62,276","60,925","61,045","60,975","55,664","47,020","35,790","27,207","21,153","16,012","14,520","2,934","2,954","3,022","3,136","3,275","3,058","2,579","2,498","2,507","2,296","2,051","1,541","1,078",806,599,474,300,207,735,736,697,737,"1,069","1,258","1,223","1,131",920,909,854,782,673,412,302,240,180,105,"69,567","73,235","74,943","76,759","68,057","59,626","53,016","55,083","52,120","52,026","49,338","41,032","32,082","23,125","18,531","14,465","10,955","8,333","172,318","152,138","181,593","88,410","47,613"
HELENA (766),"5,115","$247,556 ","17,894","3,018","1,584","1,208","3,423","1,600",539,230,323,280,"4,287","4,315","4,393","4,568","4,306","4,215","4,264","4,017","4,164","4,792","5,529","5,752","5,390","4,024","2,751","1,840","1,284","1,565","1,083","2,185","4,404","6,853","6,008","4,491","3,960","1,115",54.1,53.1,"3,933","3,986","4,157","4,229","3,743","4,027","4,000","3,812","4,076","4,732","5,466","5,663","5,256","3,784","2,460","1,634","1,168","1,415",34,44,39,52,20,15,21,17,31,24,17,18,9,5,5,6,0,0,22,37,11,24,30,32,34,23,34,35,29,25,15,8,9,5,3,7,253,206,197,193,162,125,107,87,101,100,100,77,46,24,19,13,1,7,"2,792","13,582","15,956","11,231","6,026"
CASPER-RIVERTON (767),"10,677","$450,572 ","36,536","5,580","2,944","2,313","6,607","3,200","1,039",554,666,734,"10,083","10,215","9,746","9,466","9,404","9,940","9,866","8,818","8,623","9,252","10,765","11,103","9,813","7,233","5,233","3,889","2,993","3,063","2,102","4,802","8,044","12,670","11,520","9,427","9,159","2,449",52.9,52.2,"8,634","8,434","8,107","8,223","8,033","8,958","8,725","7,855","7,964","8,774","10,300","10,631","9,165","6,452","4,861","3,602","2,779","2,704",114,95,115,87,129,97,94,63,76,93,68,60,45,25,11,8,10,10,69,60,62,53,74,108,64,82,59,66,64,58,37,17,16,10,10,14,"1,331","1,145","1,053",919,811,938,752,614,540,586,524,399,255,183,155,110,88,38,"8,860","30,786","39,485","14,298","7,162"
SALT LAKE CITY (770),"138,156","$6,620,283 ","581,679","100,562","50,115","42,105","106,285","52,943","17,860","10,181","13,049","14,396","261,363","271,596","258,329","242,513","245,151","241,019","238,697","210,884","182,808","168,400","167,355","156,932","134,194","101,764","73,675","53,795","38,702","39,856","25,584","59,357","103,961","161,776","176,440","196,495","207,199","58,363",46.8,48.1,"238,541","243,153","231,408","219,078","215,370","224,326","225,027","195,566","170,731","159,855","159,580","149,317","125,501","93,680","67,299","49,844","35,882","35,997","4,518","4,341","3,744","3,792","3,652","3,438","3,014","2,721","2,307","2,110","1,747","1,236",825,470,309,197,116,108,"4,023","4,452","4,283","4,917","6,175","6,286","5,910","5,915","5,038","4,230","3,608","3,068","2,362","1,508",969,726,520,478,"52,116","47,401","42,127","38,652","36,128","36,023","35,202","31,398","25,222","20,046","15,320","10,830","7,477","4,762","3,170","2,127","1,379",983,"170,887","448,815","663,819","356,724","167,836"
YUMA-EL CENTRO (771),"12,066","$1,044,341 ","83,417","10,291","4,887","3,615","8,792","3,195",921,484,581,517,"27,304","28,759","29,267","30,419","30,207","27,450","24,761","22,908","22,887","22,882","22,225","20,246","17,691","15,219","13,046","10,486","7,529","6,539","3,897","10,957","15,880","19,503","21,342","19,739","18,912","6,470",51.2,51.4,"23,793","25,008","26,017","27,738","25,674","23,961","22,037","20,778","21,035","21,139","20,773","18,970","16,595","14,311","12,433","10,080","7,266","6,073",718,699,710,847,"1,160","1,204","1,220","1,149","1,023",924,771,539,380,268,187,143,92,70,405,461,515,554,415,470,521,612,581,597,507,434,357,255,196,141,94,64,"23,365","24,603","25,266","26,129","22,895","19,419","17,330","17,003","16,932","16,458","15,004","11,848","8,911","6,233","4,913","3,859","2,726","2,023","74,073","57,417","71,092","20,989","10,298"
GR.JNCTN-MNTROS (773),"12,024","$381,984 ","45,015","6,569","3,495","2,852","7,786","4,405","1,465",798,"1,155","1,153","12,120","12,286","12,152","12,389","12,173","12,210","11,827","10,852","10,561","11,449","13,113","13,382","12,373","9,875","7,528","5,619","4,187","4,778","3,226","6,604","10,818","15,097","13,684","11,323","10,886","3,055",53.8,53.1,"10,954","10,859","10,846","11,384","10,790","11,676","11,359","10,276","10,207","11,250","12,917","13,177","12,131","9,548","7,292","5,430","4,023","4,437",136,152,161,167,169,134,97,106,109,72,64,50,35,24,15,6,5,8,99,92,112,121,107,136,129,160,136,123,114,91,73,32,29,24,19,15,"3,305","3,079","2,804","2,668","2,321","2,276","2,031","1,886","1,637","1,533","1,393","1,079",803,556,394,281,182,149,"14,473","39,420","41,412","21,622","10,827"
TUCSON (S VSTA) (789),"53,988","$2,021,554 ","298,261","38,759","19,350","15,876","40,565","22,212","7,644","4,559","6,158","7,631","75,100","73,738","74,376","78,471","86,405","82,067","74,397","68,747","67,525","70,884","76,370","76,486","73,079","61,748","47,864","35,782","26,174","27,396","18,356","41,552","68,169","87,802","81,613","71,217","70,690","21,616",53.2,52.6,"56,518","57,626","59,040","64,520","67,086","69,772","64,129","60,425","60,655","64,498","70,138","71,164","68,458","57,738","44,935","33,867","24,891","25,989","3,574","3,429","3,459","3,884","4,143","4,080","3,614","3,211","2,939","3,068","2,997","2,452","1,746","1,220",903,631,407,311,"1,673","1,667","1,644","2,268","3,106","2,981","2,841","2,545","2,225","2,178","1,980","1,747","1,418","1,049",740,547,355,237,"40,827","41,225","40,690","41,186","36,217","32,425","30,441","28,861","26,001","25,663","23,098","19,053","14,543","10,456","7,748","5,786","4,291","3,322","108,450","186,878","269,828","132,707","90,656"
ALBUQ-SANTA FE (790),"104,290","$4,108,896 ","461,277","72,364","35,464","28,229","70,897","35,618","12,334","6,741","9,034","10,825","128,092","131,492","130,862","131,268","130,058","128,298","122,685","114,679","114,585","123,210","132,964","131,392","121,218","95,076","69,340","49,960","35,006","35,531","24,098","57,660","103,488","149,338","142,706","120,190","112,566","32,737",52.4,52,"91,868","94,258","94,220","95,727","91,012","98,917","95,467","92,522","95,368","105,524","115,444","115,556","107,401","82,942","59,619","43,252","30,419","29,989","3,336","3,318","3,381","3,718","3,542","3,551","3,146","3,008","2,862","3,171","3,070","2,597","1,895","1,310",858,706,452,347,"1,666","1,913","1,876","1,805","1,954","2,383","2,706","2,668","2,520","2,261","2,073","1,799","1,520",971,647,427,291,187,"72,583","72,305","69,516","67,992","60,735","60,207","55,353","52,431","50,942","53,931","49,113","40,375","33,463","23,637","18,473","13,761","9,442","7,585","206,213","343,188","395,066","189,324","140,153"
GLENDIVE (798),"1,122","$11,351 ","3,564",622,300,239,603,285,79,42,45,41,823,824,773,812,772,793,808,712,707,783,"1,038","1,169","1,017",773,585,458,400,445,294,589,869,"1,319","1,044",764,738,203,56.2,54.9,782,768,693,772,695,763,736,675,689,781,"1,031","1,162",994,763,575,451,391,418,0,1,4,5,15,3,7,0,3,2,0,0,0,0,0,2,2,0,0,5,0,3,4,3,4,7,5,0,7,2,6,0,3,1,1,0,36,44,22,35,25,31,22,12,12,15,10,9,8,3,2,0,2,1,"1,035","3,101","3,684","1,315",553
BAKERSFIELD (800),"27,061","$851,251 ","151,353","23,249","11,166","8,485","20,042","10,187","3,400","1,872","2,280","2,426","61,947","64,458","63,300","63,723","63,130","60,401","56,197","51,639","49,483","48,786","47,543","42,149","34,336","25,616","18,542","13,235","9,176","9,190","5,743","14,000","25,352","40,424","46,600","44,768","43,705","13,868",48.2,48.7,"50,310","51,324","50,940","52,622","48,524","49,462","47,034","43,687","42,733","42,642","41,407","36,375","29,321","21,887","15,857","11,315","8,047","7,775","4,114","4,075","4,070","4,685","4,474","4,067","3,824","3,322","3,207","3,129","2,840","2,230","1,464",953,665,474,313,285,"2,465","2,681","2,804","2,876","2,594","2,738","2,790","3,116","3,011","2,726","2,708","2,252","1,824","1,200",839,545,372,308,"44,552","44,007","42,108","41,942","37,212","34,834","31,700","28,832","26,102","22,915","18,140","13,133","9,050","6,032","4,127","2,929","1,962","1,378","140,854","121,408","136,093","45,246","22,692"
