Area Name,2013 Q4 Total businesses,2013 Q4 Households with Net Asset Value Up to 25K,2013 Q4 Households with Net Asset Value 25K to 50K,2013 Q4 Households with Net Asset Value 50K to 75K,2013 Q4 Households with Net Asset Value 100K to 250K,2013 Q4 Households with Net Asset Value 75K to 100K,2013 Q4 Male Age 15-19 ,2013 Q4 Male Age 20-24,2013 Q4 Male Age 25-29 ,2013 Q4 Male Age 30-34,2013 Q4 Male Age 35-39 ,2013 Q4 Male Age 40-44 ,2013 Q4 Male Age 45-49,2013 Q4 Male Age 50-54,2013 Q4 Male Age 55-59 ,2013 Q4 Male Age 60-64,2013 Q4 Male Age 65-69 ,2013 Q4 Female Age 20-24,2013 Q4 Female Age 15-19 ,2013 Q4 Female Age 25-29 ,2013 Q4 Female Age 30-34,2013 Q4 Female Age 35-39 ,2013 Q4 Female Age 40-44,2013 Q4 Female Age 45-49 ,2013 Q4 Female Age 50-54,2013 Q4 Female Age 55-59,2013 Q4 Female Age 60-64 ,2013 Q4 Female Age 65-69,2013 Q4 Average HH Income Age15-24,2013 Q4 Average HH Income Age 25-34,2013 Q4 Average HH Income Age 35-44,2013 Q4 Average HH Income Age 45-54,2013 Q4 Average HH Income Age 55-64,2013 Q4 Average HH Income Age 65-74,2013 Q4 HHs Age 15-24 Income 20k-25k,2013 Q4 HHs Age 15-24 Income 15k-20k,2013 Q4 HHs Age 15-24 Income 25k-30k,2013 Q4 HHs Age 15-24 Income 30k-35k,2013 Q4 HHs Age 15-24 Income 35k-40k,2013 Q4 HHs Age 15-24 Income 45k-50k ,2013 Q4 HHs Age 15-24 Income 40k-45k,2013 Q4 HHs Age 15-24 Income 50k-60k,2013 Q4 HHs Age 15-24 Income 60k-75k,2013 Q4 HHs Age 15-24 Income 75k-100k,2013 Q4 HHs Age 15-24 Income 100k-125k,2013 Q4 HHs Age 15-24 Income 125k-150k,2013 Q4 HHs Age 15-24 Income 10k-15k,2013 Q4 HHs Age 15-24 Income 150k-200k,2013 Q4 HHs Age 15-24 Income Above 200k,2013 Q4 Median White Pop Age,2013 Q4 Median African American Pop Age,2013 Q4 Median Asian Pop Age,2013 Q4 Owner Occupied HUs,2013 Q4 Renter Occupied HUs,2013 Q4 Vacant HUs,2013 Q4 Seasonal HUs,2013 Q4 Unemployed,2013 Q4 Male Unemployed,2013 Q4 Female Unemployed,2013 Q4 Pop,2013 Q4 HHs,2013 Q4 Group Quarters,2013 Q4 HUs,HH Growth 2013 Q4 To 2018 Q4,2013 Q4 Median HH Age,2013 Q4 Median HH Income,2013 Q4 Median HU Value,Pop Growth 2013 Q4 To 2018 Q4,2013 Q4 Pop Below Age 19,2013 Q4 Pop Age 20-64,2013 Q4 Pop Age 65+,2013 Q4 White ,2013 Q4 Black ,2013 Q4 Hispanic ,2013 Q4 Native American ,2013 Q4 Asian ,2013 Q4 Pacific Islander,2013 Q4 Two Or More Races,2013 Q4 Hispanic HHs,2013 Q4 White Households,2013 Q4 African American Households,2013 Q4 Asian Households,2018 Q4 Pop,2018 Q4 HHs,2018 Q4 Group Quarters,2018 Q4 HUs,2018 Q4 Median HH Age,2018 Q4 Median HH Income,2018 Q4 Median HU Value,2018 Q4 Pop Below Age 19,2018 Q4 Pop Age 20-64,2018 Q4 Pop Age 65+,2018 Q4 White ,2018 Q4 Black ,2018 Q4 Hispanic ,2018 Q4 Native American ,2018 Q4 Asian ,2018 Q4 Pacific Islander ,2018 Q4 Two Or More Races,2018 Q4 Hispanic HHs,2018 Q4 White Households,2018 Q4 African American Households,2018 Q4 Asian Households,2010 Census Pop,2010 Census HHs ,2010 Census Group Quarters,2010 Census HUs,HH Growth 2010 Census To 2013 Q4,2010 Census Median HH Age,2010 Census Median HH Income,2010 Census Median HU Value,Pop Growth 2010 Census To 2013 Q4,2010 Census Pop Age Below 19,2010 Census Pop Age 20-64,2010 Census Pop Age 65+,2010 Census White ,2010 Census Black ,2010 Census Hispanic ,2010 Census Native American ,2010 Census Asian ,2010 Census Pacific Islander ,2010 Census Two Or More Races,2010 Census Hispanic HHs,2010 Census White Households,2010 Census African American Households,2010 Census Asian Households,2000 Census Pop,2000 Census HHs ,2000 Census Group Quarters,2013 Q4 HUs,2013 Q4 Owner Occupied HUs,2013 Q4 Renter Occupied HUs,2013 Q4 HU Value Less Than 100k,2013 Q4 HU Value 100k-200k,2013 Q4 HU Value 200k-300k,2013 Q4 HU Value 300k-400k,2013 Q4 HU Value 400k-500k ,2013 Q4 HU Value 500k-1mil,2013 Q4 HU Value Above 1mil,2018 Q4 HUs,2018 Q4 Owner Occupied HUs,2018 Q4 Renter Occupied HUs,2018 Q4 HU Value Less Than 100k,2018 Q4 HU Value 100k-200k,2018 Q4 HU Value 200k-300k,2018 Q4 HU Value 300k-400k,2018 Q4 HU Value 400k-500k ,2018 Q4 HU Value 500k-1mil,2018 Q4 HU Value Above 1mil,2010 Census HUs,2010 Census Owner Occupied HUs,2010 Census Renter Occupied HUs,2010 Census HU Value Less Than 100k,2010 Census HU Value 100k-200k,2010 Census HU Value 200k-300k,2010 Census HU Value 300k-400k,2010 Census HU Value 400k-500k ,2010 Census HU Value 500k-1mil,2010 Census HU Value Above 1mil
BOISE (757),"38,610","166,952","28,015","14,156","28,694","11,227","27,713","25,356","25,634","26,259","25,485","25,294","24,878","24,479","22,771","20,255","15,767","24,090","25,949","24,317","25,280","24,475","24,173","24,290","24,561","23,366","20,979","16,732","$55,611 ","$54,850 ","$59,662 ","$61,435 ","$60,955 ","$60,077 ",733,976,914,818,775,692,709,999,"1,206","1,340",829,385,792,317,185,36.3,24.2,34.2,"191,407","85,009","26,135","11,547","25,004","14,963","10,041","752,975","276,416","17,756","302,551",6%,50.3,"$45,343 ","$162,701 ",6%,220504,435942,96529,"701,279","8,148","102,158","9,137","14,355","1,742","18,314","25,336","261,239","2,560","4,828","798,659","293,614","17,756","325,615",51.5,"$45,212 ","$163,227 ",222312,456535,119812,"743,807","8,629","106,930","9,581","15,356","1,847","19,439","26,551","277,637","2,555","5,058","722,688","265,069","17,677","298,636",4%,48.9,"$46,190 ","$174,321 ",4%,219276,420503,82909,"674,945","7,357","97,157","8,506","13,323","1,661","16,896","23,984","251,399","2,121","4,400","568,258","205,762","16,752","302,551","191,407","85,009","42,827","84,330","37,558","15,230","4,540","5,689","1,233","325,615","203,342","90,272","44,871","89,834","40,164","16,270","4,832","6,084","1,287","298,636","183,429","81,640","30,612","82,213","39,999","15,434","6,921","6,539","1,711"
CHEY-SCTTS (759),"8,916","37,721","5,307","2,898","6,037","2,388","4,796","5,100","5,176","4,824","4,467","4,415","4,741","5,195","5,182","4,655","3,564","4,636","4,552","4,809","4,572","4,236","4,195","4,650","5,255","5,280","4,823","3,715","$60,828 ","$60,334 ","$64,556 ","$66,306 ","$67,738 ","$67,558 ",202,160,126,144,161,152,147,184,282,376,146,117,154,46,52,39.8,27.3,36.5,"40,938","19,374","3,747",541,"4,081","2,478","1,603","147,921","60,312","3,640","64,059",4%,52.7,"$49,914 ","$154,567 ",4%,38629,86211,23081,"137,979","2,940","22,032","2,332","1,457",231,"2,982","6,835","57,213","1,087",496,"154,129","62,917","3,640","66,886",54,"$51,476 ","$155,318 ",39391,86888,27850,"143,725","3,100","22,821","2,404","1,530",242,"3,128","7,101","59,557","1,143",515,"143,268","58,392","3,561","63,657",3%,51.2,"$45,378 ","$155,891 ",3%,38504,84264,20500,"134,020","2,721","21,103","2,193","1,323",203,"2,808","6,525","55,605",968,428,"132,571","52,480","3,013","64,059","40,938","19,374","11,156","17,067","7,377","2,941","1,579",703,115,"66,886","42,696","20,221","11,498","17,806","7,765","3,098","1,681",733,115,"63,657","39,664","18,728","10,787","16,183","8,173","2,086","1,538",656,241
TWIN FALLS (760),"12,313","45,905","6,067","2,960","5,797","2,249","7,095","6,185","6,020","6,178","5,752","5,459","5,599","5,959","5,827","5,205","4,125","5,837","6,647","5,765","5,753","5,471","5,216","5,464","6,003","5,867","5,292","4,323","$53,849 ","$54,247 ","$56,531 ","$59,091 ","$60,290 ","$60,027 ",217,210,315,177,184,164,152,230,360,318,144,58,202,52,62,36.1,18.6,33.7,"46,090","21,862","10,842","5,413","5,350","3,005","2,345","186,709","67,952","1,845","78,794",1%,52,"$43,147 ","$156,799 ",1%,57038,102852,26819,"177,799",983,"40,928","2,949","1,699",282,"2,997","10,133","65,346",325,540,"189,192","68,860","1,845","79,312",52.8,"$43,275 ","$156,599 ",54477,103780,30935,"180,157",997,"41,266","2,978","1,731",287,"3,042","10,216","66,265",301,526,"184,673","67,195","1,893","78,329",1%,51,"$42,058 ","$156,412 ",1%,58199,101961,24513,"176,521",870,"39,808","2,740","1,618",252,"2,672","9,832","64,940",224,470,"161,409","58,458","2,225","78,794","46,090","21,862","13,330","17,104","7,541","3,030","1,211","2,475","1,399","79,312","46,691","22,169","13,522","17,356","7,672","3,044","1,204","2,485","1,408","78,329","45,593","21,602","13,151","17,098","7,726","2,937","1,338","2,091","1,252"
GLENDIVE (798),"1,122","3,564",622,300,603,239,412,411,433,433,386,370,379,514,594,527,408,361,400,360,375,326,337,404,524,575,490,365,"$55,855 ","$58,996 ","$60,395 ","$59,489 ","$60,205 ","$60,732 ",12,11,12,14,11,9,8,21,21,31,15,6,17,3,1,45,24,39.6,"4,203","1,617",679,151,234,102,132,"13,692","5,820",555,"6,499",8%,56.2,"$50,016 ","$116,958 ",8%,3232,7799,2661,"13,139",44,289,215,51,10,233,65,"5,693",12,16,"14,787","6,299",555,"6,641",57.3,"$50,644 ","$117,961 ",3440,8076,3271,"14,189",47,313,234,55,11,251,70,"6,163",12,17,"13,035","5,533",553,"6,376",5%,54.9,"$47,361 ","$96,059 ",5%,3098,7520,2417,"12,580",28,228,175,49,6,197,52,"5,437",5,15,"13,095","5,302",536,"6,499","4,203","1,617","1,840","1,542",584,109,41,54,33,"6,641","4,546","1,753","1,970","1,687",637,119,45,54,34,"6,376","3,998","1,535","2,081","1,255",461,116,29,34,22
BAKERSFIELD (800),"27,061","151,353","23,249","11,166","20,042","8,485","32,984","33,963","33,212","30,647","27,586","26,161","25,494","24,408","21,324","16,897","12,313","29,167","30,739","27,189","25,550","24,053","23,322","23,292","23,135","20,825","17,439","13,303","$58,354 ","$57,967 ","$61,765 ","$64,550 ","$66,657 ","$66,308 ","1,033",903,871,780,712,586,667,"1,053","1,407","1,480",831,451,"1,142",489,301,32.4,28.3,35,"140,032","94,428","18,007","4,245","43,870","22,778","21,092","782,851","234,460","29,357","252,467",5%,48.2,"$45,744 ","$166,097 ",5%,253428,453664,75759,"651,262","48,191","410,955","21,740","37,849","1,865","21,944","95,789","198,056","13,669","10,522","824,005","247,287","29,358","255,065",49.2,"$45,953 ","$166,295 ",247958,479942,96105,"685,569","50,653","432,630","22,882","39,849","1,961","23,091","101,150","208,689","14,629","11,220","759,064","225,637","33,689","250,497",4%,48.1,"$45,160 ","$167,907 ",3%,258651,433904,66509,"632,129","47,516","392,320","20,914","36,178","1,741","20,586","90,201","191,187","13,040","9,823","589,937","182,251","27,355","252,467","140,032","94,428","34,199","54,188","31,425","10,494","4,193","4,450","1,083","255,065","147,728","99,559","35,957","57,179","33,237","11,096","4,422","4,697","1,140","250,497","134,662","90,975","30,271","54,574","29,133","10,619","3,689","4,782","1,594"
MEDFORD-KLM FLS (813),"25,930","117,587","14,422","7,573","16,469","5,908","13,494","12,815","12,019","11,534","11,138","11,633","12,815","14,502","15,835","16,334","13,909","12,360","12,703","11,674","11,430","11,067","11,741","13,365","15,588","17,288","17,496","14,816","$48,423 ","$48,961 ","$50,900 ","$51,765 ","$52,532 ","$52,630 ",527,514,447,432,400,277,325,455,589,668,298,111,542,102,69,46.2,30.1,38.7,"115,797","63,617","23,592","7,768","22,586","13,162","9,424","430,341","179,414","7,391","203,006",1%,56.9,"$38,306 ","$216,214 ",1%,98712,240634,90995,"396,548","3,429","42,297","9,764","4,945","1,109","14,546","11,100","168,408","1,312","1,777","434,144","180,932","7,391","203,318",57.9,"$38,368 ","$217,051 ",98029,232537,103578,"400,217","3,450","42,751","9,733","4,995","1,123","14,626","11,207","169,869","1,245","1,749","427,458","178,302","7,289","202,674",1%,56,"$38,356 ","$219,575 ",1%,100995,244185,82278,"395,017","3,036","40,272","9,683","4,611","1,010","14,101","10,571","167,931","1,074","1,600","393,629","158,920","6,191","203,006","115,797","63,617","17,358","36,012","27,929","17,823","5,737","9,342","1,596","203,318","116,629","64,303","17,401","36,114","28,147","18,074","5,825","9,495","1,573","202,674","115,342","62,960","18,574","33,431","28,945","15,525","7,862","9,645","1,360"
SEATTLE-TACOMA (819),"277,315","1,014,572","203,387","115,328","263,348","90,224","158,103","171,482","184,869","182,737","170,812","173,553","176,490","179,209","169,247","148,310","111,608","158,408","149,095","172,490","174,197","165,335","168,720","173,967","180,679","176,269","158,293","121,412","$75,395 ","$74,453 ","$81,135 ","$84,140 ","$83,885 ","$82,435 ","3,828","3,533","3,669","4,297","3,720","3,612","3,830","6,407","8,862","11,171","7,516","4,498","3,633","4,207","3,667",40.9,32,35.9,"1,245,674","735,990","143,915","51,523","188,773","106,339","82,434","4,998,751","1,981,664","97,985","2,125,579",6%,50.6,"$62,553 ","$298,097 ",6%,1231535,3085067,682149,"3,933,003","236,850","469,030","80,321","475,235","38,260","235,082","121,646","1,642,287","90,623","158,698","5,291,017","2,100,134","97,985","2,250,446",52.2,"$63,216 ","$299,110 ",1295088,3132619,863310,"4,154,582","253,028","496,475","84,131","509,489","40,641","249,146","129,121","1,736,752","95,610","169,534","4,797,553","1,900,383","97,342","2,096,628",4%,49.6,"$59,859 ","$305,072 ",4%,1211238,3001766,584549,"3,796,896","222,297","437,087","77,078","444,943","35,849","220,490","112,767","1,585,214","83,835","147,683","4,234,240","1,658,836","83,772","2,125,579","1,245,674","735,990","74,482","221,354","333,340","256,231","138,288","190,565","31,414","2,250,446","1,314,907","785,227","77,732","231,177","351,671","271,627","146,760","202,477","33,463","2,096,628","1,204,331","696,052","71,486","176,132","341,928","248,807","142,046","189,684","34,248"
MONTEREY-SALNAS (828),"37,571","125,186","24,561","12,682","29,394","10,128","28,599","32,377","30,114","27,600","25,446","25,154","24,997","24,958","23,928","21,274","15,207","29,247","27,369","26,439","24,650","22,971","23,008","23,569","24,731","24,164","21,535","16,028","$74,394 ","$71,443 ","$75,254 ","$81,340 ","$85,010 ","$87,432 ",668,613,593,731,647,478,595,997,"1,256","1,583","1,012",674,674,733,563,36.5,37.2,38.6,"133,786","110,961","16,100","7,376","40,598","21,483","19,115","758,591","244,747","32,461","260,847",4%,50.5,"$59,080 ","$433,748 ",4%,210961,456162,91468,"644,163","20,524","362,970","18,111","44,338","3,238","28,217","81,465","212,860","6,117","13,823","791,656","255,535","32,461","269,288",51.7,"$59,166 ","$431,923 ",212164,464961,114531,"671,933","21,546","380,230","18,962","46,381","3,403","29,431","85,618","221,490","6,445","14,665","732,708","237,106","29,960","261,394",3%,50.8,"$57,706 ","$459,549 ",4%,209743,444025,78940,"623,803","19,407","345,281","17,343","42,421","3,086","26,648","76,790","207,163","5,647","13,029","710,598","228,260","26,328","260,847","133,786","110,961","7,065","12,099","24,280","18,628","14,285","44,746","12,683","269,288","139,719","115,816","7,401","12,732","25,525","19,460","14,853","46,419","13,329","261,394","129,233","107,873","7,461","11,966","18,040","19,283","13,210","47,296","11,977"
LAS VEGAS (839),"89,927","464,034","77,246","37,863","75,236","30,455","69,554","69,567","74,007","76,842","75,043","75,746","74,081","69,002","61,188","55,417","45,272","66,128","65,442","71,758","74,095","72,627","71,826","69,929","67,124","62,984","59,139","48,840","$63,195 ","$63,246 ","$66,496 ","$67,576 ","$67,899 ","$67,619 ","1,948","1,877","1,922","2,012","1,716","1,656","1,809","2,779","3,333","3,925","2,298","1,260","1,682","1,042",899,38.4,32.3,38.6,"436,593","326,643","114,542","18,378","114,126","64,971","49,155","2,076,925","763,236","23,210","877,778",5%,49.7,"$49,353 ","$161,405 ",5%,558886,1246503,271536,"1,541,432","225,220","608,114","25,094","185,956","16,582","82,641","158,336","584,043","84,360","61,858","2,189,930","804,816","23,210","892,159",51.4,"$48,649 ","$161,546 ",575175,1278979,335776,"1,624,522","237,875","641,948","26,430","196,422","17,496","87,185","167,349","615,554","88,670","65,435","2,000,560","735,385","22,565","865,423",4%,48.5,"$51,462 ","$174,332 ",4%,551096,1217750,231714,"1,490,950","216,914","574,943","23,316","176,282","15,699","77,399","148,954","566,056","80,584","58,002","1,406,158","524,359","12,766","877,778","436,593","326,643","110,367","175,766","76,326","38,302","18,538","13,541","3,753","892,159","459,463","345,353","115,800","185,115","80,450","40,367","19,502","14,232","3,997","865,423","422,629","312,756","87,098","167,109","95,719","38,962","14,563","15,009","4,169"
SANTABAR-SM-SLO (855),"44,356","122,773","23,280","12,596","31,579","10,301","28,018","37,488","30,466","24,081","21,104","20,944","21,855","22,886","22,301","20,195","15,446","33,223","27,050","25,939","20,719","18,666","19,025","20,741","22,957","23,174","20,977","16,641","$68,783 ","$70,388 ","$77,000 ","$82,732 ","$85,523 ","$86,942 ",901,881,775,794,590,564,767,"1,042","1,392","1,783","1,279",797,995,736,670,38.1,35.4,31.8,"140,328","110,443","19,551","9,781","26,193","14,873","11,320","712,319","250,771","35,705","270,322",4%,51.9,"$59,417 ","$445,520 ",4%,180179,426741,105399,"621,397","17,257","247,987","13,452","34,404","1,694","24,115","58,951","225,062","4,897","10,464","737,458","260,132","35,705","270,546",52.4,"$59,951 ","$445,004 ",182778,432395,122285,"643,352","17,866","256,567","13,920","35,603","1,753","24,964","61,119","233,291","5,042","10,896","693,532","244,120","34,788","270,149",3%,52.1,"$56,440 ","$433,368 ",3%,181332,416780,95420,"609,043","16,265","237,660","12,855","31,697","1,486","22,186","56,095","220,738","4,399","9,411","646,032","229,362","30,412","270,322","140,328","110,443","8,653","10,799","19,834","23,546","16,107","45,086","16,303","270,546","145,884","114,248","9,041","11,226","20,611","24,519","16,765","46,777","16,945","270,149","135,747","108,373","9,271","11,244","19,073","23,022","15,774","42,386","14,977"
SACRMNTO-STK-MO (862),"187,008","745,440","154,782","86,395","186,151","63,401","154,587","154,191","146,304","137,712","129,025","131,649","137,971","140,438","128,963","112,638","84,802","146,932","145,237","140,815","134,377","128,387","132,298","139,289","144,843","137,502","122,513","94,996","$68,828 ","$67,323 ","$72,735 ","$75,467 ","$75,346 ","$74,820 ","4,239","4,013","3,770","3,744","3,289","3,019","3,344","5,567","6,894","8,784","5,706","3,175","4,344","3,592","2,392",39.3,31.8,33.4,"894,698","562,153","124,922","40,924","230,582","128,693","101,889","4,151,241","1,456,851","77,424","1,581,773",4%,50.9,"$55,003 ","$243,170 ",4%,1153342,2445847,552052,"3,079,308","293,285","1,111,905","70,507","473,043","32,388","202,710","280,958","1,142,396","101,647","135,766","4,315,418","1,514,536","77,424","1,634,467",52.2,"$54,906 ","$243,000 ",1150661,2492602,672155,"3,196,400","306,424","1,157,383","73,155","494,495","33,790","211,154","292,662","1,180,576","106,569","142,683","4,036,020","1,415,294","80,344","1,574,363",3%,50.3,"$54,512 ","$256,447 ",3%,1169908,2380991,485121,"3,008,872","284,882","1,060,107","67,460","452,130","30,846","191,830","266,749","1,116,488","97,483","128,332","3,423,059","1,208,571","82,895","1,581,773","894,698","562,153","98,211","251,464","226,252","141,928","76,028","86,434","14,381","1,634,467","928,211","586,325","101,867","261,148","235,090","147,095","78,838","89,351","14,822","1,574,363","872,564","542,730","88,878","217,506","230,121","154,968","74,787","91,454","14,850"
PORTLAND  OR (820),"167,946","750,450","113,773","60,333","135,727","50,029","105,954","102,139","108,251","113,874","111,290","111,085","108,792","109,623","107,308","97,642","74,052","99,551","100,384","107,773","113,341","109,504","108,248","107,860","112,147","112,844","104,369","80,158","$65,234 ","$63,471 ","$68,180 ","$71,163 ","$71,478 ","$70,513 ","3,027","2,762","2,608","2,734","2,809","2,090","2,446","4,236","5,457","6,445","3,659","2,034","2,855","1,840","1,539",39.7,30.9,35.9,"781,481","474,476","77,154","28,832","140,093","80,659","59,434","3,230,066","1,255,957","59,699","1,333,111",5%,51.1,"$52,543 ","$252,180 ",5%,831712,1945641,452713,"2,816,945","78,369","396,019","53,356","151,492","15,914","113,990","95,400","1,129,706","28,821","49,357","3,386,101","1,317,859","59,699","1,410,345",52.5,"$53,021 ","$252,727 ",855790,1966844,563467,"2,949,810","83,233","415,420","55,529","160,877","16,767","119,885","100,254","1,184,151","29,942","52,142","3,120,531","1,212,619","59,518","1,323,203",4%,50.1,"$50,574 ","$256,502 ",4%,822717,1907032,390782,"2,730,870","74,771","373,953","50,886","142,861","14,685","106,458","89,735","1,095,236","26,821","45,926","2,743,073","1,054,719","47,906","1,333,111","781,481","474,476","66,793","206,720","224,657","136,044","63,476","71,508","12,283","1,410,345","818,057","499,802","69,094","215,440","236,109","142,975","66,614","75,041","12,784","1,323,203","757,524","455,095","66,105","171,409","249,986","133,499","58,793","66,674","11,058"
SAN DIEGO (825),"155,521","614,112","99,950","56,462","136,418","44,196","111,727","138,875","139,971","125,225","111,171","107,484","107,959","106,937","96,117","80,947","59,344","118,101","101,717","123,218","116,499","107,269","106,351","107,726","108,479","100,874","87,696","66,461","$74,910 ","$73,412 ","$79,741 ","$85,219 ","$86,793 ","$86,731 ","2,867","2,649","2,674","2,733","2,473","2,531","2,470","4,156","5,516","7,132","4,844","2,947","2,663","3,121","2,594",37.5,31.3,35.9,"615,505","516,798","38,692","10,300","133,084","73,909","59,175","3,220,976","1,132,303","101,615","1,170,995",6%,49.1,"$61,485 ","$409,508 ",6%,833144,1990899,396933,"2,479,916","180,190","1,048,226","43,510","366,897","19,251","131,212","264,489","909,219","63,310","111,398","3,399,247","1,196,584","101,615","1,256,413",50.5,"$61,610 ","$409,663 ",871575,2040617,487055,"2,617,171","190,164","1,106,242","45,918","387,203","20,317","138,474","279,637","958,643","66,842","118,154","3,095,313","1,086,865","101,966","1,164,786",4%,48.8,"$59,951 ","$407,254 ",4%,821263,1922625,351425,"2,389,547","172,852","991,348","41,230","349,982","18,200","123,502","248,477","876,092","60,163","105,174","2,813,833","994,677","92,901","1,170,995","615,505","516,798","32,681","42,065","87,691","136,069","97,248","180,081","39,670","1,256,413","650,369","546,215","34,536","44,377","92,607","143,740","102,706","190,322","42,081","1,164,786","591,025","495,840","32,908","42,456","84,101","129,164","94,889","170,966","36,541"
EUGENE (801),"33,359","167,005","20,190","10,410","23,300","8,323","20,312","27,059","22,547","18,770","16,719","16,603","17,502","19,535","21,284","21,248","16,971","25,595","19,742","21,293","18,107","16,398","16,524","18,114","21,086","23,245","22,627","18,168","$46,763 ","$48,640 ","$54,233 ","$56,388 ","$57,526 ","$57,385 ",836,"1,007",853,794,711,464,806,877,"1,136","1,122",681,318,"1,274",277,190,42.3,26.2,28.4,"155,541","98,207","19,108","4,401","26,160","15,703","10,457","612,148","253,748","16,299","272,856",1%,54.1,"$40,847 ","$219,835 ",1%,138072,364256,109820,"556,724","5,496","41,615","9,368","15,985","1,420","23,155","11,176","235,422","2,066","5,914","618,069","256,255","16,299","273,970",54.8,"$41,148 ","$220,315 ",141012,350951,126106,"562,009","5,574","42,106","9,415","16,242","1,438","23,391","11,308","237,678","2,025","5,945","608,004","251,997","16,289","271,865",1%,52.9,"$39,773 ","$221,673 ",1%,142140,366747,99117,"555,870","5,000","40,080","9,121","14,748","1,242","22,023","10,749","235,089","1,763","5,403","564,322","226,648","14,645","272,856","155,541","98,207","21,364","48,137","41,691","20,933","10,689","11,105","1,622","273,970","156,873","99,382","21,401","48,461","42,207","21,174","10,782","11,217","1,631","271,865","154,716","97,281","21,617","45,685","46,398","20,367","9,429","10,169","1,051"
EUREKA (802),"9,387","41,754","6,014","3,062","6,847","2,378","5,254","6,713","6,749","6,420","5,741","5,128","5,090","5,508","5,762","5,636","4,126","6,446","5,037","5,815","5,254","4,538","4,123","4,539","5,451","6,019","5,734","4,301","$50,957 ","$51,896 ","$54,117 ","$55,306 ","$56,002 ","$56,444 ",225,262,200,209,172,188,136,266,293,307,185,87,279,57,57,40.8,31.7,27.3,"36,694","28,902","7,314","2,765","7,748","4,636","3,112","162,744","65,596","9,159","72,910",-1%,52.4,"$40,983 ","$301,974 ",-1%,37703,100666,24375,"136,379","2,922","18,938","10,481","4,361",467,"8,134","4,731","57,876",720,"1,308","161,292","64,986","9,159","73,124",53.4,"$42,287 ","$301,619 ",37710,94617,28965,"135,167","2,893","18,759","10,385","4,321",464,"8,062","4,687","57,282",645,"1,278","163,233","65,938","8,832","72,745",-1%,51.4,"$37,966 ","$282,346 ",0%,38693,102942,21598,"137,513","2,710","18,304","10,648","4,106",408,"7,848","4,554","58,505",613,"1,195","154,025","60,408","7,489","72,910","36,694","28,902","4,099","3,983","10,081","9,321","3,605","4,885",720,"73,124","36,332","28,654","4,039","3,938","10,039","9,266","3,556","4,786",708,"72,745","36,934","29,004","5,339","4,461","10,525","7,154","4,452","4,188",815
LOS ANGELES (803),"847,412","3,364,098","537,513","289,849","642,176","219,995","676,656","698,131","686,529","649,011","615,687","626,886","627,876","604,943","530,306","434,377","319,521","663,507","643,841","653,047","630,193","617,433","633,795","637,812","622,600","562,215","477,448","365,512","$74,149 ","$72,923 ","$77,517 ","$82,848 ","$85,072 ","$85,705 ","16,055","16,007","14,361","14,285","13,242","11,444","12,823","21,214","27,226","35,378","24,997","14,282","16,477","15,347","13,940",36,34.5,38.5,"3,163,993","2,687,557","260,998","47,666","910,796","495,914","414,882","18,086,940","5,851,550","302,597","6,112,548",4%,49.1,"$58,685 ","$384,657 ",4%,4995579,10971796,2119565,"13,462,509","1,372,070","8,164,790","284,674","2,352,909","71,255","543,523","1,952,440","4,359,519","496,477","751,365","18,840,407","6,096,856","302,596","6,385,555",50.6,"$58,815 ","$384,112 ",5027732,11223084,2589591,"14,027,283","1,426,535","8,501,393","296,609","2,448,834","74,327","566,819","2,034,923","4,551,879","513,836","785,480","17,551,089","5,678,822","298,258","6,099,702",3%,49.3,"$57,389 ","$387,688 ",3%,5047407,10622035,1881647,"13,089,724","1,342,559","7,834,534","270,668","2,269,529","66,772","511,837","1,864,051","4,247,022","483,190","718,955","16,141,231","5,263,175","281,383","6,112,548","3,163,993","2,687,557","219,312","369,489","483,109","602,525","431,501","834,754","223,303","6,385,555","3,299,170","2,797,686","229,631","387,872","504,331","627,435","448,716","868,670","232,515","6,099,702","3,073,143","2,605,679","217,215","368,203","482,624","534,306","409,432","840,385","220,978"
PALM SPRINGS (804),"19,960","87,744","16,504","8,330","17,257","6,338","15,106","14,228","13,417","12,807","12,007","12,661","13,917","14,323","13,421","13,212","12,642","13,254","14,307","12,554","12,364","12,002","12,321","12,912","13,265","13,357","14,201","13,904","$59,041 ","$59,403 ","$62,666 ","$66,820 ","$72,558 ","$77,113 ",474,455,348,426,343,265,350,457,578,613,368,198,461,175,175,43,31.9,38.8,"111,454","54,438","52,441","32,626","22,354","11,962","10,392","448,702","165,892","2,635","218,333",7%,57.1,"$46,310 ","$223,379 ",7%,115412,236223,97067,"405,340","13,003","224,760","6,974","13,840",814,"8,731","54,876","152,043","4,574","4,402","481,054","177,959","2,635","207,595",58.4,"$46,333 ","$223,849 ",117406,250511,113137,"434,756","13,973","238,247","7,415","14,753",854,"9,303","58,043","163,341","4,945","4,684","425,030","156,983","2,643","219,668",6%,55.8,"$45,854 ","$219,159 ",6%,117017,225578,82435,"384,055","12,264","218,607","6,680","13,142",770,"8,119","53,571","143,946","4,318","4,151","320,940","117,749","2,174","218,333","111,454","54,438","19,594","30,830","22,683","16,741","6,840","11,000","3,766","207,595","120,368","57,591","21,245","33,125","24,378","18,076","7,419","11,947","4,178","219,668","103,159","53,824","17,435","29,465","24,424","13,628","5,731","9,432","3,044"
